pathway_id,algorithm,precision,recall,f1_score,hits_at_1,hits_at_3,hits_at_5,relation_type_accuracy,path_edit_distance,hub_node_ratio,path_length_mae,path_length_accuracy,mrr,time_ms
Cilastatin_Pneumonia_Pneumococcal,Hub-Penalized,0.6,0.75,0.6666666666666665,1,1,1,0.25,0.4,0.2,1,0.8,1.0,9660.185542000136
Cilastatin_Pneumonia_Bacterial,Hub-Penalized,0.3333333333333333,0.5,0.4,1,1,1,0.2,0.6666666666666666,0.0,2,0.6666666666666667,1.0,10509.951499999715
Magnesium_salicylate_Rheumatoid_arthritis,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,1.0,2,0.6,1.0,31.729292000363785
baricitinib_Arthritis_Rheumatoid,Hub-Penalized,0.6666666666666666,0.2857142857142857,0.4,1,1,1,1.0,0.7142857142857143,1.0,4,0.4285714285714286,1.0,176.16187499970692
Budesonide_Asthma,Hub-Penalized,0.5,0.2,0.28571428571428575,1,1,1,0.0,0.8,0.75,6,0.4,1.0,6908.336416000111
ketoprofen_Rheumatoid_arthritis,Hub-Penalized,0.6666666666666666,0.4,0.5,1,1,1,1.0,0.6,1.0,2,0.6,1.0,427.54183299985016
Tegafur_Stomach_Neoplasms,Hub-Penalized,0.6666666666666666,0.5,0.5714285714285715,1,1,1,0.5,0.5,1.0,1,0.75,1.0,52.71883400018851
nintedanib_Carcinoma_Non-Small-Cell_Lung,Hub-Penalized,1.0,0.75,0.8571428571428571,1,1,1,1.0,0.25,0.6666666666666666,1,0.75,1.0,186.20416700014175
Naloxone_Opioid-Related_Disorders,Hub-Penalized,0.6666666666666666,0.3333333333333333,0.4444444444444444,1,1,1,1.0,0.6666666666666666,0.3333333333333333,3,0.5,1.0,32.045874999766966
Meclofenamic_acid_Rheumatoid_arthritis,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,1.0,2,0.6,1.0,203.59845799976029
methyltestosterone_Eunuchism,Hub-Penalized,0.5,0.5,0.5,1,1,1,0.3333333333333333,0.5,0.25,0,1.0,1.0,3543.4094590000313
Choline_magnesium_trisalicylate_Rheumatoid_arthritis,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,1.0,2,0.6,1.0,21.779958000024635
Amantadine_Basal_Ganglia_Diseases,Hub-Penalized,1.0,0.75,0.8571428571428571,1,1,1,1.0,0.25,0.6666666666666666,1,0.75,1.0,154.955333000089
Amantadine_Parkinsonian_Disorders,Hub-Penalized,0.6666666666666666,0.5,0.5714285714285715,1,1,1,1.0,0.5,0.3333333333333333,1,0.75,1.0,112.43858399984674
methylphenidate_Attention_deficit_hyperactivit,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,0.3333333333333333,2,0.6,1.0,205.56950000036522
fosphenytoin_Epilepsy,Hub-Penalized,0.6666666666666666,0.5,0.5714285714285715,1,1,1,0.0,0.5,1.0,1,0.75,1.0,1765.8872500001053
fosphenytoin_Status_Epilepticus,Hub-Penalized,0.5,0.5,0.5,1,1,1,0.3333333333333333,0.5,0.5,0,1.0,1.0,5469.082167000124
Nabumetone_Arthritis_Rheumatoid,Hub-Penalized,0.6666666666666666,0.4,0.5,1,1,1,1.0,0.6,0.6666666666666666,2,0.6,1.0,220.07462500005204
Axitinib_Carcinoma_Renal_Cell,Hub-Penalized,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.3333333333333333,3,0.5,1.0,24.592040999777964
Aspirin_Arthritis_Rheumatoid,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,1.0,2,0.6,1.0,551.5187920000244
imatinib_Gastrointestinal_stromal_tumor,Hub-Penalized,0.6666666666666666,0.5,0.5714285714285715,1,1,1,0.0,0.5,0.3333333333333333,1,0.75,1.0,79.02504200001204
Troglitazone_Diabetes_Mellitus_Type_2,Hub-Penalized,0.6666666666666666,0.5,0.5714285714285715,1,1,1,0.5,0.5,1.0,1,0.75,1.0,563.1569170000148
dofetilide_Atrial_fibrillation,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,1.0,2,0.6,1.0,119.51533299998118
Terfenadine_Rhinitis_Vasomotor,Hub-Penalized,1.0,0.75,0.8571428571428571,1,1,1,0.5,0.25,0.6666666666666666,1,0.75,1.0,29.79924999999639
Piribedil_Parkinsonism,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,0.3333333333333333,2,0.6,1.0,10.777249999591731
dexibuprofen_Rheumatoid_arthritis,Hub-Penalized,0.6666666666666666,0.4,0.5,1,1,1,0.0,0.6,0.6666666666666666,2,0.6,1.0,520.4557079996448
metharbital_Epilepsy,Hub-Penalized,0.6666666666666666,0.3333333333333333,0.4444444444444444,1,1,1,1.0,0.6666666666666666,0.6666666666666666,3,0.5,1.0,74.23574999984339
eptacog_alfa_activated_Factor_VII_deficiency,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,0.0,2,0.6,1.0,1.499041999977635
etodolac_Rheumatoid_arthritis,Hub-Penalized,0.6666666666666666,0.4,0.5,1,1,1,0.0,0.6,0.6666666666666666,2,0.6,1.0,328.9535829999295
norepinephrine_Low_blood_pressure,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,0.6666666666666666,2,0.6,1.0,150.07812499970896
aripiprazole_Infantile_autism,Hub-Penalized,0.6666666666666666,0.3333333333333333,0.4444444444444444,1,1,1,1.0,0.6666666666666666,0.6666666666666666,3,0.5,1.0,410.97837500001333
melevodopa_Parkinsonism,Hub-Penalized,0.6666666666666666,0.3333333333333333,0.4444444444444444,1,1,1,1.0,0.6666666666666666,0.3333333333333333,3,0.5,1.0,13.660874999914085
methoxamine_Low_blood_pressure,Hub-Penalized,1.0,0.75,0.8571428571428571,1,1,1,1.0,0.25,0.6666666666666666,1,0.75,1.0,8.55854100018405
flurbiprofen_Rheumatoid_arthritis,Hub-Penalized,0.6666666666666666,0.4,0.5,1,1,1,0.0,0.6,0.6666666666666666,2,0.6,1.0,358.4002079996935
Diphenhydramine_Rhinitis_Vasomotor,Hub-Penalized,1.0,0.75,0.8571428571428571,1,1,1,1.0,0.25,0.6666666666666666,1,0.75,1.0,64.03833300009865
tolmetin_Rheumatoid_arthritis,Hub-Penalized,0.6666666666666666,0.4,0.5,1,1,1,1.0,0.6,0.6666666666666666,2,0.6,1.0,128.72799999968265
sorafenib_Renal_cell_carcinoma,Hub-Penalized,1.0,0.3,0.4615384615384615,1,1,1,1.0,0.7,0.3333333333333333,7,0.30000000000000004,1.0,260.8582090001619
midostaurin_Mast_cell_leukemia,Hub-Penalized,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.6666666666666666,3,0.5,1.0,10.414625000066735
sulfasalazine_Rheumatoid_arthritis,Hub-Penalized,0.6666666666666666,0.4,0.5,1,1,1,0.0,0.6,0.6666666666666666,2,0.6,1.0,393.15358299973013
pegvisomant_Acromegaly,Hub-Penalized,1.0,1.0,1.0,1,1,1,1.0,0.0,0.5,0,1.0,1.0,4172.258707999845
diclofenac_Rheumatoid_arthritis,Hub-Penalized,0.6666666666666666,0.4,0.5,1,1,1,0.0,0.6,0.6666666666666666,2,0.6,1.0,249.24412500013204
sulindac_Rheumatoid_arthritis,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,1.0,2,0.6,1.0,399.43862500012983
sunitinib_Gastrointestinal_stromal_tumor,Hub-Penalized,1.0,0.3,0.4615384615384615,1,1,1,1.0,0.7,0.6666666666666666,7,0.30000000000000004,1.0,257.17375000022
sunitinib_Renal_cell_carcinoma,Hub-Penalized,1.0,0.3,0.4615384615384615,1,1,1,1.0,0.7,0.3333333333333333,7,0.30000000000000004,1.0,279.4067919999179
mephentermine_Low_blood_pressure,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,0.6666666666666666,2,0.6,1.0,26.396541999929468
norethindrone_acetate_Endometriosis,Hub-Penalized,0.6666666666666666,0.5,0.5714285714285715,1,1,1,0.5,0.5,0.6666666666666666,1,0.75,1.0,93.89008300013302
aceclofenac_Rheumatoid_arthritis,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,1.0,2,0.6,1.0,24.421708999852854
methotrexate_Burkitt's_lymphoma,Hub-Penalized,0.6666666666666666,0.5,0.5714285714285715,1,1,1,0.0,0.5,0.3333333333333333,1,0.75,1.0,69.87504200014882
methotrexate_Malignant_tumor_of_lung,Hub-Penalized,0.6666666666666666,0.5,0.5714285714285715,1,1,1,1.0,0.5,0.6666666666666666,1,0.75,1.0,480.35087500011286
gabapentin_enacarbil_Restless_legs,Hub-Penalized,0.4,0.5,0.4444444444444445,1,1,1,0.25,0.6,0.4,1,0.8,1.0,9296.711500000129
ibuprofen_Rheumatoid_arthritis,Hub-Penalized,0.6666666666666666,0.4,0.5,1,1,1,0.0,0.6,0.6666666666666666,2,0.6,1.0,559.0116250000392
dexamfetamine_Attention_deficit_hyperactivit,Hub-Penalized,1.0,0.42857142857142855,0.6,1,1,1,1.0,0.5714285714285714,0.3333333333333333,4,0.4285714285714286,1.0,94.22624999979234
tretinoin_Acute_promyelocytic_leukemia_F,Hub-Penalized,0.6666666666666666,0.5,0.5714285714285715,1,1,1,0.0,0.5,0.3333333333333333,1,0.75,1.0,153.40820799974608
secobarbital_Epilepsy,Hub-Penalized,0.6666666666666666,0.3333333333333333,0.4444444444444444,1,1,1,1.0,0.6666666666666666,0.6666666666666666,3,0.5,1.0,210.80037500041726
indomethacin_Rheumatoid_arthritis,Hub-Penalized,0.6666666666666666,0.4,0.5,1,1,1,1.0,0.6,0.6666666666666666,2,0.6,1.0,367.0442089996868
ruxolitinib_Polycythemia_vera,Hub-Penalized,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.6666666666666666,3,0.5,1.0,7.52524999961679
tiaprofenic_acid_Rheumatoid_arthritis,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,1.0,2,0.6,1.0,195.71983399964665
Thiopental_Epilepsy,Hub-Penalized,0.6666666666666666,0.3333333333333333,0.4444444444444444,1,1,1,1.0,0.6666666666666666,0.6666666666666666,3,0.5,1.0,98.98408299977746
pazopanib_Renal_cell_carcinoma,Hub-Penalized,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.3333333333333333,3,0.5,1.0,239.9759590002759
calcifediol_Renal_osteodystrophy,Hub-Penalized,0.5,0.5,0.5,1,1,1,0.3333333333333333,0.5,0.0,0,1.0,1.0,105.89466700002959
calcifediol_Hypophosphatemia,Hub-Penalized,0.5,0.5,0.5,1,1,1,0.3333333333333333,0.5,0.25,0,1.0,1.0,1720.4168329999447
calcifediol_Rickets,Hub-Penalized,0.6666666666666666,0.5,0.5714285714285715,1,1,1,0.5,0.5,0.0,1,0.75,1.0,1.3771670001005987
vernakalant_Atrial_fibrillation,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,0.6666666666666666,2,0.6,1.0,23.383042000205023
chlorphenamine_Vasomotor_rhinitis,Hub-Penalized,1.0,0.75,0.8571428571428571,1,1,1,1.0,0.25,0.6666666666666666,1,0.75,1.0,81.16924999967523
cabozantinib_Renal_cell_carcinoma,Hub-Penalized,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.6666666666666666,3,0.5,1.0,38.760500000080356
piroxicam_Rheumatoid_arthritis,Hub-Penalized,0.6666666666666666,0.5,0.5714285714285715,1,1,1,0.0,0.5,0.6666666666666666,1,0.75,1.0,268.78879200012307
salicylic_acid_Rheumatoid_arthritis,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,1.0,2,0.6,1.0,199.8197920001985
glipizide_Diabetes_mellitus_type_2,Hub-Penalized,1.0,0.75,0.8571428571428571,1,1,1,1.0,0.25,0.6666666666666666,1,0.75,1.0,207.1885000000293
tamibarotene_Acute_promyelocytic_leukemia_F,Hub-Penalized,1.0,0.75,0.8571428571428571,1,1,1,1.0,0.25,0.3333333333333333,1,0.75,1.0,11.275541000031808
fenoprofen_Rheumatoid_arthritis,Hub-Penalized,1.0,0.75,0.8571428571428571,1,1,1,1.0,0.25,1.0,1,0.75,1.0,351.9440420000137
loxoprofen_Rheumatoid_arthritis,Hub-Penalized,1.0,0.75,0.8571428571428571,1,1,1,1.0,0.25,1.0,1,0.75,1.0,60.57054200027778
doxepin_Anxiety,Hub-Penalized,1.0,0.75,0.8571428571428571,1,1,1,1.0,0.25,0.6666666666666666,1,0.75,1.0,108.21308300000965
glibenclamide_Diabetes_mellitus_type_2,Hub-Penalized,1.0,0.75,0.8571428571428571,1,1,1,1.0,0.25,0.6666666666666666,1,0.75,1.0,269.60037500020917
phenobarbital_Epilepsy,Hub-Penalized,0.6666666666666666,0.3333333333333333,0.4444444444444444,1,1,1,1.0,0.6666666666666666,0.6666666666666666,3,0.5,1.0,372.93820900003993
phenobarbital_Tonic-clonic_seizure,Hub-Penalized,0.6666666666666666,0.3333333333333333,0.4444444444444444,1,1,1,1.0,0.6666666666666666,0.3333333333333333,3,0.5,1.0,94.92216699982237
phenobarbital_Simple_partial_seizure,Hub-Penalized,0.6666666666666666,0.3333333333333333,0.4444444444444444,1,1,1,1.0,0.6666666666666666,0.3333333333333333,3,0.5,1.0,106.55004199998075
risperidone_Autistic_Disorder,Hub-Penalized,0.6666666666666666,0.5,0.5714285714285715,1,1,1,1.0,0.5,0.6666666666666666,1,0.75,1.0,364.2841660002887
salicylsalicylic_acid_Arthritis_Rheumatoid,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,1.0,2,0.6,1.0,89.62900000005902
tolazamide_Diabetes_Mellitus_Type_2,Hub-Penalized,1.0,0.75,0.8571428571428571,1,1,1,1.0,0.25,0.6666666666666666,1,0.75,1.0,71.02329200006352
carbimazole_Hyperthyroidism,Hub-Penalized,0.5,0.5,0.5,1,1,1,0.0,0.5,1.0,0,1.0,1.0,7482.741166999858
carbimazole_Graves'_disease,Hub-Penalized,0.75,0.75,0.75,1,1,1,0.3333333333333333,0.25,0.5,0,1.0,1.0,2330.305749999752
lisdexamfetamine_Attention_deficit_hyperactivit,Hub-Penalized,0.4,0.25,0.3076923076923077,1,1,1,0.5,0.75,0.2,3,0.625,1.0,9230.842375000066
hydrocortisone_Arthritis_Rheumatoid,Hub-Penalized,0.6666666666666666,0.2,0.30769230769230765,1,1,1,0.0,0.8,0.6666666666666666,7,0.30000000000000004,1.0,268.8943749999453
hydrocortisone_Asthma,Hub-Penalized,0.6666666666666666,0.2,0.30769230769230765,1,1,1,1.0,0.8,0.6666666666666666,7,0.30000000000000004,1.0,261.7615829999522
hydrocortisone_Berylliosis,Hub-Penalized,0.5,0.18181818181818182,0.26666666666666666,1,1,1,0.0,0.8181818181818182,0.75,7,0.36363636363636365,1.0,6444.698666000022
hydrocortisone_Brain_Edema,Hub-Penalized,0.4,0.18181818181818182,0.25000000000000006,1,1,1,0.0,0.8181818181818182,0.4,6,0.4545454545454546,1.0,10012.595542000327
hydrocortisone_Bursitis,Hub-Penalized,0.4,0.2,0.26666666666666666,1,1,1,0.0,0.8,0.4,5,0.5,1.0,10664.25262499979
hydrocortisone_Dermatitis_Atopic,Hub-Penalized,0.5,0.2,0.28571428571428575,1,1,1,0.0,0.8,0.5,6,0.4,1.0,5477.510374999838
hydrocortisone_Dermatitis_Contact,Hub-Penalized,0.6666666666666666,0.2,0.30769230769230765,1,1,1,0.5,0.8,0.6666666666666666,7,0.30000000000000004,1.0,278.02158299982693
hydrocortisone_Eye_Diseases,Hub-Penalized,0.5,0.2,0.28571428571428575,1,1,1,0.0,0.8,0.25,6,0.4,1.0,3292.537458999959
hydrocortisone_Lupus_Erythematosus_Systemic,Hub-Penalized,0.6666666666666666,0.2,0.30769230769230765,1,1,1,0.0,0.8,0.6666666666666666,7,0.30000000000000004,1.0,2063.6315420001665
hydrocortisone_Pemphigus,Hub-Penalized,0.5,0.2,0.28571428571428575,1,1,1,0.0,0.8,0.5,6,0.4,1.0,4367.966792000061
hydrocortisone_Serum_Sickness,Hub-Penalized,0.5,0.2,0.28571428571428575,1,1,1,0.0,0.8,0.75,6,0.4,1.0,6893.133375000161
naproxen_Arthritis_Rheumatoid,Hub-Penalized,0.6666666666666666,0.4,0.5,1,1,1,0.0,0.6,0.6666666666666666,2,0.6,1.0,565.7660839997334
promazine_Porphyria_Acute_Intermittent,Hub-Penalized,0.5,0.25,0.3333333333333333,1,1,1,0.6666666666666666,0.75,0.5,4,0.5,1.0,4431.600917000196
methylprednisolone_Arthritis_Rheumatoid,Hub-Penalized,0.6666666666666666,0.2222222222222222,0.3333333333333333,1,1,1,0.0,0.7777777777777778,0.6666666666666666,6,0.33333333333333337,1.0,394.43079199963904
methylprednisolone_Asthma,Hub-Penalized,0.5,0.2,0.28571428571428575,1,1,1,0.0,0.8,0.75,6,0.4,1.0,6856.923207999898
methylprednisolone_Lupus_Erythematosus_Systemic,Hub-Penalized,0.6666666666666666,0.2222222222222222,0.3333333333333333,1,1,1,0.0,0.7777777777777778,0.6666666666666666,6,0.33333333333333337,1.0,2157.654000000093
triamcinolone_Arthritis_Rheumatoid,Hub-Penalized,0.6666666666666666,0.2222222222222222,0.3333333333333333,1,1,1,0.0,0.7777777777777778,0.6666666666666666,6,0.33333333333333337,1.0,331.6151669996543
triamcinolone_Asthma,Hub-Penalized,0.5,0.2,0.28571428571428575,1,1,1,0.3333333333333333,0.8,0.75,6,0.4,1.0,6111.248458999853
triamcinolone_Lupus_Erythematosus_Systemic,Hub-Penalized,1.0,0.3333333333333333,0.5,1,1,1,1.0,0.6666666666666666,0.6666666666666666,6,0.33333333333333337,1.0,640.4939589997412
cortisone_acetate_Arthritis_Rheumatoid,Hub-Penalized,0.75,0.3333333333333333,0.46153846153846156,1,1,1,1.0,0.6666666666666666,0.75,5,0.4444444444444444,1.0,5538.3372500000405
cortisone_acetate_Asthma,Hub-Penalized,0.75,0.3,0.4285714285714285,1,1,1,1.0,0.7,0.75,6,0.4,1.0,4123.514209000405
cortisone_acetate_Lupus_Erythematosus_Systemic,Hub-Penalized,0.75,0.3333333333333333,0.46153846153846156,1,1,1,1.0,0.6666666666666666,0.5,5,0.4444444444444444,1.0,4894.089957999768
prednisolone_Arthritis_Rheumatoid,Hub-Penalized,0.6666666666666666,0.2222222222222222,0.3333333333333333,1,1,1,0.0,0.7777777777777778,0.6666666666666666,6,0.33333333333333337,1.0,346.08299999990777
prednisolone_Asthma,Hub-Penalized,0.5,0.2,0.28571428571428575,1,1,1,0.0,0.8,0.75,6,0.4,1.0,7392.528917000163
prednisolone_Lupus_Erythematosus_Systemic,Hub-Penalized,0.6666666666666666,0.2222222222222222,0.3333333333333333,1,1,1,0.0,0.7777777777777778,0.6666666666666666,6,0.33333333333333337,1.0,1973.2475840000916
betamethasone_Arthritis_Rheumatoid,Hub-Penalized,0.6666666666666666,0.2222222222222222,0.3333333333333333,1,1,1,0.0,0.7777777777777778,0.6666666666666666,6,0.33333333333333337,1.0,431.2577919999967
betamethasone_Asthma,Hub-Penalized,0.5,0.2,0.28571428571428575,1,1,1,0.0,0.8,0.75,6,0.4,1.0,8362.707082999805
betamethasone_Lupus_Erythematosus_Systemic,Hub-Penalized,0.6666666666666666,0.2222222222222222,0.3333333333333333,1,1,1,0.0,0.7777777777777778,0.6666666666666666,6,0.33333333333333337,1.0,1134.0052499999729
prednisone_Angioedema,Hub-Penalized,0.6666666666666666,0.5,0.5714285714285715,1,1,1,0.5,0.5,0.6666666666666666,1,0.75,1.0,431.24112499981493
prednisone_Arthritis_Psoriatic,Hub-Penalized,0.5,0.5,0.5,1,1,1,0.3333333333333333,0.5,0.5,0,1.0,1.0,6296.369249999771
prednisone_Arthritis_Rheumatoid,Hub-Penalized,0.6666666666666666,0.2,0.30769230769230765,1,1,1,1.0,0.8,0.6666666666666666,7,0.30000000000000004,1.0,438.80633300022964
prednisone_Asthma,Hub-Penalized,0.5,0.18181818181818182,0.26666666666666666,1,1,1,0.0,0.8181818181818182,0.75,7,0.36363636363636365,1.0,6355.426250000164
prednisone_Autoimmune_Diseases,Hub-Penalized,0.5,0.5,0.5,1,1,1,0.0,0.5,0.25,0,1.0,1.0,4764.09995899985
prednisone_Berylliosis,Hub-Penalized,0.5,0.5,0.5,1,1,1,0.0,0.5,0.5,0,1.0,1.0,5006.141667000065
prednisone_Dermatitis_Atopic,Hub-Penalized,0.5,0.5,0.5,1,1,1,0.3333333333333333,0.5,0.25,0,1.0,1.0,4968.411042000298
prednisone_Dermatitis_Contact,Hub-Penalized,0.6666666666666666,0.5,0.5714285714285715,1,1,1,0.0,0.5,0.6666666666666666,1,0.75,1.0,254.4972499999858
prednisone_Dermatitis_Exfoliative,Hub-Penalized,0.4,0.5,0.4444444444444445,1,1,1,0.25,0.6,0.4,1,0.8,1.0,9999.313041000278
prednisone_Hodgkin_Disease,Hub-Penalized,0.6666666666666666,0.5,0.5714285714285715,1,1,1,0.0,0.5,0.6666666666666666,1,0.75,1.0,354.9627090001195
prednisone_Lupus_Erythematosus_Systemic,Hub-Penalized,0.6666666666666666,0.2,0.30769230769230765,1,1,1,0.0,0.8,0.6666666666666666,7,0.30000000000000004,1.0,2137.05629199967
prednisone_Lymphoma_Follicular,Hub-Penalized,0.6666666666666666,0.5,0.5714285714285715,1,1,1,0.0,0.5,0.6666666666666666,1,0.75,1.0,387.56004200013194
prednisone_Lymphoma_T-Cell_Cutaneous,Hub-Penalized,0.5,0.5,0.5,1,1,1,0.0,0.5,0.5,0,1.0,1.0,6154.403250000087
prednisone_Multiple_Sclerosis,Hub-Penalized,0.5,0.5,0.5,1,1,1,0.3333333333333333,0.5,0.25,0,1.0,1.0,3318.5530840000865
prednisone_Musculoskeletal_Diseases,Hub-Penalized,0.5,0.5,0.5,1,1,1,0.0,0.5,0.5,0,1.0,1.0,6228.103874999761
prednisone_Nephrotic_Syndrome,Hub-Penalized,0.5,0.5,0.5,1,1,1,0.3333333333333333,0.5,0.5,0,1.0,1.0,5180.918332999681
prednisone_Pemphigus,Hub-Penalized,0.5,0.5,0.5,1,1,1,0.0,0.5,0.5,0,1.0,1.0,3925.85120800004
prednisone_Psoriasis,Hub-Penalized,0.5,0.5,0.5,1,1,1,0.3333333333333333,0.5,0.25,0,1.0,1.0,4266.653249999763
prednisone_Pulmonary_Eosinophilia,Hub-Penalized,0.5,0.5,0.5,1,1,1,0.0,0.5,0.5,0,1.0,1.0,5756.841957999768
prednisone_Rheumatic_Heart_Disease,Hub-Penalized,0.4,0.5,0.4444444444444445,1,1,1,0.25,0.6,0.6,1,0.8,1.0,10457.922542000233
prednisone_Sarcoidosis,Hub-Penalized,0.6666666666666666,0.5,0.5714285714285715,1,1,1,0.0,0.5,0.3333333333333333,1,0.75,1.0,211.07183300000543
prednisone_Serum_Sickness,Hub-Penalized,0.6666666666666666,0.5,0.5714285714285715,1,1,1,0.5,0.5,0.6666666666666666,1,0.75,1.0,116.24870800005738
prednisone_Skin_Diseases,Hub-Penalized,0.5,0.5,0.5,1,1,1,0.3333333333333333,0.5,0.25,0,1.0,1.0,3920.841083000141
prednisone_Tennis_Elbow,Hub-Penalized,0.4,0.5,0.4444444444444445,1,1,1,0.0,0.6,0.4,1,0.8,1.0,9301.574708999851
prednisone_Thyroiditis,Hub-Penalized,0.5,0.5,0.5,1,1,1,0.0,0.5,0.5,0,1.0,1.0,5385.63829199984
Acebutolol_Hypertension,Hub-Penalized,0.5,0.5,0.5,1,1,1,0.0,0.5,0.75,0,1.0,1.0,9128.303708999738
diflunisal_Rheumatoid_arthritis,PageRank-Inverse,0.6666666666666666,0.4,0.5,1,1,1,0.0,0.6,1.0,2,0.6,1.0,2814.6065000000817
bromocriptine_Hyperprolactinemia,PageRank-Inverse,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,0.6666666666666666,2,0.6,1.0,4292.6168750000215
amobarbital_Epilepsy,PageRank-Inverse,0.6666666666666666,0.3333333333333333,0.4444444444444444,1,1,1,1.0,0.6666666666666666,0.6666666666666666,3,0.5,1.0,2971.8641250001383
capecitabine_Malignant_tumor_of_stomach,PageRank-Inverse,1.0,0.75,0.8571428571428571,1,1,1,0.5,0.25,1.0,1,0.75,1.0,3402.586958000029
oxaprozin_Rheumatoid_arthritis,PageRank-Inverse,0.6666666666666666,0.4,0.5,1,1,1,0.0,0.6,1.0,2,0.6,1.0,2674.5417920001273
regorafenib_Gastrointestinal_stromal_tumor,PageRank-Inverse,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,0.6666666666666666,2,0.6,1.0,3025.1246249999895
abiraterone_acetate_Malignant_tumor_of_prostate,PageRank-Inverse,0.6666666666666666,0.2857142857142857,0.4,1,1,1,1.0,0.7142857142857143,1.0,4,0.4285714285714286,1.0,1891.9571660003385
abiraterone_acetate_Malignant_tumor_of_prostate_2,PageRank-Inverse,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,1.0,2,0.6,1.0,1756.569208000201
abiraterone_acetate_Malignant_tumor_of_prostate_4,PageRank-Inverse,0.6666666666666666,0.2857142857142857,0.4,1,1,1,1.0,0.7142857142857143,1.0,4,0.4285714285714286,1.0,1752.5574999999662
alfacalcidol_Chronic_Kidney_Disease-Mineral,PageRank-Inverse,0.75,0.6,0.6666666666666665,1,1,1,0.3333333333333333,0.4,0.25,1,0.8,1.0,8443.503208000038
alfacalcidol_Chronic_Kidney_Disease-Mineral_2,PageRank-Inverse,0.75,0.6,0.6666666666666665,1,1,1,0.3333333333333333,0.4,0.25,1,0.8,1.0,8939.254166999945
alfacalcidol_Chronic_Kidney_Disease-Mineral_3,PageRank-Inverse,0.75,0.6,0.6666666666666665,1,1,1,0.3333333333333333,0.4,0.25,1,0.8,1.0,9013.582999999926
Dyphylline_Asthma,PageRank-Inverse,1.0,0.75,0.8571428571428571,1,1,1,1.0,0.25,1.0,1,0.75,1.0,3480.3955000002134
Tirofiban_Acute_Coronary_Syndrome,PageRank-Inverse,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,0.6666666666666666,2,0.6,1.0,2659.1796669999894
Cilastatin_Pneumonia_Pneumococcal,PageRank-Inverse,0.6,0.75,0.6666666666666665,1,1,1,0.25,0.4,0.4,1,0.8,1.0,9331.888042000173
Cilastatin_Pneumonia_Bacterial,PageRank-Inverse,0.5,0.75,0.6,1,1,1,0.2,0.5,0.16666666666666666,2,0.6666666666666667,1.0,10196.273458999713
Magnesium_salicylate_Rheumatoid_arthritis,PageRank-Inverse,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,1.0,2,0.6,1.0,1996.5509170001496
baricitinib_Arthritis_Rheumatoid,PageRank-Inverse,0.6666666666666666,0.2857142857142857,0.4,1,1,1,1.0,0.7142857142857143,1.0,4,0.4285714285714286,1.0,2546.6207080003187
Budesonide_Asthma,PageRank-Inverse,0.5,0.2,0.28571428571428575,1,1,1,0.3333333333333333,0.8,1.0,6,0.4,1.0,7381.56733400001
ketoprofen_Rheumatoid_arthritis,PageRank-Inverse,0.6666666666666666,0.4,0.5,1,1,1,0.0,0.6,1.0,2,0.6,1.0,3110.634707999907
Tegafur_Stomach_Neoplasms,PageRank-Inverse,1.0,0.75,0.8571428571428571,1,1,1,0.5,0.25,1.0,1,0.75,1.0,2069.700292000107
nintedanib_Carcinoma_Non-Small-Cell_Lung,PageRank-Inverse,0.6666666666666666,0.5,0.5714285714285715,1,1,1,1.0,0.5,0.6666666666666666,1,0.75,1.0,2592.183207999824
